01813,PM,Papradno
08301,NR,Sabinov
91616,NR,Krajne
92552,KE,Soporna
06735,BB,Pcoline
61200,TT,Brno
97901,BA,Rimavska Sobota
02964,RK,Oravska Jasenica
70020,TN,Ostrava-1
97227,ZV,Liestany
73958,ZA,Trinec 5
05937,BM,Stola
37901,PP,Trebon
32801,HC,Trstena
09412,BA,Vechec
92901,BA,Dunajska Streda
83102,BM,Bratislava III.
96605,HC,Prestavlky
91322,IL,Trencianske Jastrabi
78961,PM,Bludov
66464,BJ,Moravske Branice
05914,MT,Spissky Stiavnik
05918,ZV,Spisske Bystre
96621,BM,Lovca
96981,BA,Stiavnicke Bane
25601,BB,Benesov
94201,PP,Surany
97652,IL,Cierny Balog
56002,TT,Ceska Trebova
90021,BB,Svaty Jur
92400,MI,Galanta
68202,KE,Vyskov
93601,PO,Sahy
96202,KE,Viglas
91708,BJ,Trnava
95653,MI,Slatina n/B
97669,BA,Pohorela
02751,MI,Kralovany
03841,MI,Kostany nad Turcom
95151,MT,Nova Ves nad Zitavou
74213,BJ,Studenka
99131,ZV,Vrbovka
09421,TT,Vranou nad Toplou
07201,BM,Pozdisovce
97228,RK,Valaska Bela
39001,NR,Tabor
98503,KE,Ceske Brezovo
06741,PP,Chlmec
03201,BB,Liptovsky Mikulas
03851,TN,Turcians. Stiavnicka
78391,RK,Unicov
99125,RK,okr.Velky Krtis
04013,BM,Kosice
08237,BB,Siroke
96225,ZA,Slatinske Lazy
73901,TT,Baska-Kuncicky
08633,HC,Zborov
54701,MI,Nachod
27801,HC,Kralupy nad Vltavou
03496,MI,Valaska Dubova
07612,MI,Kuzmice-Slivnik
08901,BB,Svidnik
94146,TT,Travnica
98101,PP,Hnusta
38601,TN,Strakonice
03241,LV,Vavrisovo
90851,PP,Holic
01864,IL,Koseca
02334,ZV,Kysucky Lieskovec
92601,TN,Sered
02956,TN,Zakamenne
91901,ZA,Zvoncin
01302,BJ,Gbelany
96212,BA,Detva
96237,MT,Kovacova
01323,BB,Visnove
56802,LV,Svitavy
43606,BA,Litvinov 6
90901,PM,Skalica
78701,MI,Sumperk
96211,BM,Detva
02355,MI,Vysoka nad Kysucou
90089,PM,Casta
01855,RK,Tuchyna
03854,PO,Krpelany
94061,ZA,Nove Zamky
07213,ZV,Palin
96602,PK,Vyhne
81107,RK,Bratislava - stare m
05001,PK,Revuca
08612,MI,Kurima
05901,BA,Spisska Bela
77600,BA,Olomouc
91951,TT,Spacince-Trnava
02943,HC,Zubrohlava
94302,BB,Sturovo
97215,ZA,Klacno
96241,BJ,Bzovik
43601,BA,Litvinov
01012,IL,Visnove
02957,PP,Oravska Lesna
95132,TT,Horna Kralova
04926,BM,Rejdova
75501,PP,Vsetin
03400,PM,Ruzomberok
05911,PO,Hozelec
68606,MI,Uherske Hradiste
68001,TT,Boskovice
06534,PM,Velka Lesna
96315,BJ,Krupina
06752,TT,Habura
40001,NR,Usti nad Labem
78501,PO,Sternberk
05305,BA,Beharovce
06548,RK,Kyjov
84102,BM,Bratislava
91331,NR,Skalka nad Vahom
94701,MI,Hurbanovo
95117,HC,Cabaj - Capor
95632,LV,Nadlice
95622,PM,Prasice
01315,BM,Rajecka Lesna
95124,BJ,Nove Sady
95148,PK,Jarok
73997,LV,Hradek ve Slezsku
97657,TT,Michalova
75900,NR,Valasske Mezirici
90613,PK,Brezova pod Bradlom
92401,KE,Galanta
40011,ZA,Usti nad Labem
91323,PM,Patrovec
96244,KE,Litava
93566,MI,Farna
75301,ZA,Hranice na Morave
91927,PP,Brestovany
97172,ZV,Hodonin
05333,PM,Nalepkovo
95631,PM,Krusovce
90871,NR,Moravsky Svaty Jan
92521,BM,Sladkovicovo
94144,BM,Hul
54251,BM,Brno
78125,TT,Trnava
14821,HC,Hlohovec
56525,TN,Trencin
12879,IL,Ilava
60879,BA,Bratislava
35796,PK,Pezinok
14875,NR,Nitra
14587,LV,Levice
14879,ZA,Rajec
15875,PM,Plzen
14586,BB,Banska Bystrica
41578,ZV,Zvolen
25484,PO,Presov
25478,PP,Poprad
89512,KE,Kosice
90026,MI,Michalovce
74589,BJ,Bardejov
42578,MT,Martin
59874,RK,Ruzomberok
01013,BB,Lietavska Lucka
92581,HC,Diakovce
08201,RK,Kendice
02305,HC,Nova Bystrica
04901,BM,Ilava
02403,PO,Budatinska Lehota
03261,KE,Vazec
68201,BA,Vyskov
97243,BM,Zemianske Kostolany
95605,PP,Radosina
01015,BA,Zilina
03491,BB,Lubochna
07215,ZA,Budkovce
03303,PK,Dovalovo
97242,MI,Lehota pod Vtacnikom
02312,IL,Svrcinovec
04471,HC,Cecejovce
08253,MI,Petrovany
96101,TN,Ziar nad Hronom
68706,KE,Velehrad
94136,TT,Ruban
68601,HC,Uherske Hradiste
84105,BJ,Bratislava
96615,LV,Banska Bela
91441,MT,Nemsova
95640,MI,Pochabany-Velke Host
05931,RK,Lucivna
03214,TT,Lubela
98052,RK,Hrachovo
97223,NR,Dolne Vestenice
94655,BM,Pribeta
43801,KE,Zatec
97224,TT,Diviacka Nova Ves
01001,ZA,Zilina
01026,ZA,Zilina
01008,ZA,Zilina
03301,PO,Liptovsky Hradok
96001,NR,Zvolen
97232,BJ,Chrenovec
97681,HC,Podbrezova
94078,TN,Nove Zamky
06601,ZA,Humenne
95801,ZA,Partizanske
03601,TT,Martin
03484,KE,Sliace
95176,BM,Tesarske Mlynany 269
97217,TT,Kanianka
04801,ZA,Roznava
95607,ZA,Velke Ripnany
06001,LV,Kezmarok
99103,TT,Potor
06501,ZV,Hniezdne
02311,RK,Zakopcie
04001,MT,Kosice - mestska cas
98701,BB,Poltar
02754,LV,Velicna
91627,RK,Castkovce
92221,MT,Moravany nad Vahom
03504,IL,Bystricka
90501,PP,Senica nad Myjavou
73961,ZA,Trinec
91101,TN,Trencin 8
95301,BA,Zlate Moravce
96223,LV,Ocova
01355,ZV,Zilina-Visnove
95854,ZA,Hradiste
84100,TT,Bratislava 4
08261,PK,Raznany
02052,MT,Zariecie
76824,PM,Hulin
81109,ZV,Bratislava
97246,BB,Cerenany
05601,MT,Gelnica
91305,KE,Melcice-Lieskove
04925,LV,Dobsina
01316,BB,Fackov
08242,PM,Bzenov
94079,BB,Nove Zamky
91304,PM,Chocholna-Velcice
95617,LV,Solcany
91907,NR,Binovce
86601,TN,Hlinik nad Hronom
73995,TN,Frydek-Mistek
05905,ZA,Matiasovce
92700,MI,Sala
02314,RK,Skalite
05955,IL,Zdiar
02201,BA,Cadca
97241,HC,Kos
07301,PP,Sobrance
01324,HC,Strecno
97701,BJ,Brezno
92585,LV,Neded
02743,ZV,Nizna
99122,IL,Mula
97225,NR,Diviaky nad Nitricou
96653,ZV,Hronsky Benadik 210
96267,PO,Ladzany
06511,RK,Nova Lubovna
94501,BB,Komarno
96201,PP,Zvolenska Slatina
02321,KE,Korna
92211,MT,Prasnik 261
97271,MI,Novaky
01852,MT,Dulov  - Pruske
92231,TT,Ratnovce
03101,BB,Nabrezie
01841,BM,Dubnica  nad Vahom
03608,RK,Martin 8
06401,RK,Chmelnica
94901,BA,Nitra 11
93401,TN,Levice
96205,PP,Hrinova
03242,BJ,Pribylina
07901,ZA,Velke Kapusany
98506,BJ,Utekac
94102,BM,Lipova
91634,RK,Luka
02952,HC,Hrustin
80000,HC,Bratislava I
79807,MT,Zelec
27201,TN,Kladno
07203,TT,Rakovec nad Ondavou
04011,PM,Kosice 11
03211,PK,Svaty Kriz
09423,PK,Mernik
97248,PM,Horna Ves
08256,BM,Pecovska Nova Ves
93575,KE,Ipelsky Sokolec
95122,ZA,Aleksince
03822,IL,Slovenske Pravno
98023,MI,Teply Vrch
02352,PM,Rovnany
97101,ZA,Handlova
95171,MT,Slazany
02357,HC,Podvysoka
43401,PO,Most
92522,IL,Velke Ucany
36006,HC,Karlovy Vary
02051,BA,Dohnany
02351,NR,Rakova
92705,MI, Sala 5
03401,BJ,Ruzomberok-Cernova
01318,PO,Lietava
05571,KE,Zakarovce
91933,ZV,Trakovice
03847,BJ,Sklene
95704,BJ,Banovce nad Bebravou
02942,ZA,Bobrov
94905,NR,Nitra 5
98526,BB,Malinec
02401,PP,Cadca
92503,PM,Sala
08642,HC,Frickovce
03223,TT,Liptovska Sielnica
01334,BB,Strecno
97213,BA,Malinova
09300,IL,Vranov nad Toplou
97212,PO,Nedozery-Brezany
09409,LV,Sedliska
02712,PO,Dolny Kubin
01004,TT,Bitarova-Zavodie
02356,PP,Makov
93584,BB,Horne Semerovce
01306,PM,Terchova
01863,ZV,Ladce
92042,MI,Cervenik
98055,NR,Klenovec
06503,HC,Podolinec
08274,KE,Brezovicka
04916,NR,Jelsava
97226,BB,Nitrianske Pravno
93561,RK,Hronovce
03803,NR,Sklabina
91106,NR,Zablatie
83103,LV,Bratislava
90801,PM,Kuty
98401,BM,Vidina
91908,ZA,Boleraz
03495,BB,Likava
74801,KE,Hlucin
92101,HC,Piesrany
34350,ZV,Zabnica
92201,RK,Basovce
79401,IL,Krnov
96243,PO,Senohrad
96603,TN,Sklene Teplice
97211,ZV,Poruba-Lazany
94651,TN,Komarno
01009,PO,Zilina
92701,TT,Sala 5
28401,TT,Kutna Hora
90845,MT,Gbely
08001,PO,Presov 8
01014,KE,Brodno
90301,ZV,Senec
50003,RK,Hradec Kralove
05972,TN,Vrbov
07263,NR,Chankonce
01821,PP,Dolny Lieskov
02331,BB,Cadca
79383,RK,Jindrichov
02332,HC,Kysucky Lieskovec
03471,MI,Ludrova
85107,BJ,Bratislava
96701,BB,Ziar nad Hronom
94162,HC,Kmetovo
01003,NR,Budatin - Zilina
97411,KE,Banska Bystrica
03607,PO,Martin
75645,BM,Branky
05906,KE,Cerveny Klastor
01854,HC,Velka Dolina
04924,BA,Vlachovo
91451,MT,Trencianske Teplice
92202,ZA,Krakovany
02601,TT,Dolny Kubin
97251,PK,Handlova
02744,BA,Tvrdosin
97698,RK,Lopej
73601,BJ,Havirov-Mesto
02341,RK,Neslusa
01305,RK,Bela
01313,PP,Kunerad 192
67401,PM,Trebic
91622,ZV,Podolie
05801,BM,Poprad-Tatr.Kotlina
07221,TT,Nacina Ves
99001,BJ,Vely Krtis
93526,NR,Hronske Klacany
03901,KE,Turcianske Teplice
96611,KE,Pitelova-Trnava Hora
70500,HC,Ostrava 3
96622,HC,Lutila
01901,IL,Ilava-Klobusice
01311,BJ,Zilina
03848,KE,Turcek
91611,TT,Bzince pod Javorinou
08005,PP,Presov 5
97221,HC,Prievidza
95804,HC,Partizanske
01362,ZA,Velke Rovne
91321,PK,Trencianska Turna
95803,KE,Simonovany
83106,ZA,Bratislava
02705,LV,Zazriva
01319,BJ,Klace
05912,TT,Horka
02335,BM,Ochodnica
93405,LV,Levice
03203,RK,Liptovsky Jan
84247,MT,Bratislava
72100,BM,Svinov
95601,MI,Bojna
08235,RK,Hendrichovce
95637,RK,Zlatniky
01312,BB,Turie
03104,ZA,Liptovsky Mikulas 4
97634,HC,Kordiky
95300,TN,Zlate Moravce
94059,IL,Nove Zamky
02301,PK,Krasno nad Kysucou
05205,BB,Spisska Nova Ves
95173,TN,Jelenec
01822,NR,Pruzina
38001,HC,Dacice
08271,BB,Lipany
90623,PM,Rudnik
91105,PO,Trencin 5
02953,BA,Breza
78901,PM,Zabreh na Morave
03204,BB,Liptovsky Ondrej
97641,MT,Podkonice
70100,BJ,Ostrava 1
75201,PO,Kojetin
94110,RK,Tvrdosovce
94132,BA,Semerovo
69672,MI,Louka
01815,ZV,Bodina-Precin
99107,HC,Slovenske Darmoty
03823,PM,Dubove
70400,NR,Ostrava
06773,BB,Michajlov-Ubla
98558,PP,Cakanovce
93541,MT,Tekovske Luzany
01352,TN,Sulov
03821,BA,Mosovce
95641,BJ,Uhrovec
02313,IL,Cierne
08273,BJ,Sarisske Dravce
90604,PO,Rohov
77200,LV,Olomouc
02742,IL,Oravsky Biely Potok
03212,TT,Dubrava
08205,PM,Sarisske Bohdanovce
53003,PP,Pardubice
97244,IL,Kamenec pod Vtacniko
03215,ZV,Partizanska Lupca
07204,MT,Trhoviste
95618,PO,Bosany
90703,BB,Myjava
02071,ZA,Nimnica
96501,HC,Ziar Nad Hronom
93201,PO,Velky Meder
97675,PO,Jasenie
96251,MT,Cabradsky Vrbovok
05341,HC,Krompachy
09301,TN,Vranov
97401,MT,Nemce
95135,RK,Velke Zaluzie
96623,TN,Lovcica-Trubin
98545,PP,Lucenec
96263,TN,Pliesovce
92209,PM,Borovce
07236,ZA,Kaluza
94106,RK,Komjatice
01353,ZA,Petrovice
01303,LV,Krasnany
02345,NR,Dolny Vadicov
94634,BM,Batorove Kosihy
54211,PK,Chvalec
97697,PP,Nemecka
73543,MI,Albrechtice
91308,ZV,Nova Bosaca
93524,PK,Cajkov
05351,TN,Kluknava
03852,BJ,Bucany
94145,IL,Velka Mana
09001,NR,Vysna Pisana
95843,HC,Krasno 170
44001,IL,Louny
02951,LV,Tapesovo
95143,ZV,Jelsovce
94912,PP,Nitra 12
97247,MT,Oslany
01000,ZA,Zilina
02302,MT,Krasno nad Kysucou
92001,TN,Hlohovec
02755,KE,Dlha nad Oravou
03802,MT,Drazkovce
91100,MI,Trencin
91311,PM,Trencianske Stankovc
99127,PM,Kamenne Kosihy
02001,TT,Puchov
91601,ZV,Stara Tura
07205,BJ,Bracovce
01325,KE,Stranavy
91700,IL,Trnava
09003,TN,Ladomirova
98044,LV,Lenartovce
01853,NR,Bolesov
03481,BJ,Liskova
05561,KE,Jaklovce
02333,PK,Povina
05938,TN,Strba
08501,HC,Bardejov
97201,RK,Prievidza
03405,BB,Ruzomberok-Rybarpole
93001,NR,Zvolen
95806,IL,Partizanske
91332,IL,Dolna Suca
93521,ZV,Tlmace
02947,TN,Oravska Podhora
02322,BB,Klokocov
01304,ZA,Dolna Tizina
02732,HC,Zuberec
02304,BM,Stara Bystrica
07214,BJ,Vysoka nad Uhom
01705,PK,Povazska Tepla
94058,BB,Nove Zamky
92532,BM,Velka Maca
03474,ZA,Liptovske Revuce
96635,PM,Kremnicke Bane
97663,IL,Predajna
03483,LV,Liptovska Tepla
03812,BJ,Necpaly
07501,BB,Trebisov
92562,PP,Vahovce
94142,RK,Velke Lovce
95852,BJ,Zabokreky nad Nitrou
02963,BA,Mutne
07682,TN,Velka Trna
01701,ZV,Michalovce
91624,HC,Horna Streda
95844,BA,Klatova Nova Ves
03472,ZV,Liptovska Luzna
01501,HC,Suja - Rajec
01802,PO,Povazska Bystrica
92205,PP,Chtelnica
67904,NR,Adamov
03482,PP,Lucky
68604,BM,Kunovice
02204,HC,Cadca
08606,ZA,Malcov
74258,PM,Pribor
97216,TT,Poluvsie
97245,PM,Bystricany
95501,TN,Praznovce
02336,MI,Radola
01826,BA,Plevnik
98061,TN,Tisovec
02946,BA,Sihelne
05304,NR,Spisske Podhradie
03202,PK,Zavazna Poruba
05971,MT,Lubica
93532,BB,Kalna Nad Hronom
03403,ZA,Biely Potok
95144,TT,Vycapy - Opatovce
39002,BJ,Tabor
39301,LV,Pelhrimov
92600,PM,Sered
06777,ZV,Zemplinske Hamre
01322,MI,Dlhe Pole
03843,BM,Lazany
97631,MT,Vlkanova
05935,TN,Batizovce
78985,ZV,Mohelnice
92553,HC,Pata
95602,PP,Klacany
94111,MT,Palarikovo
01332,MI,Svedernik
91623,LV,Pobedim
96265,BM,Hontianske Nemce
92207,MI,Velke Kostolany
03801,LV,Medzilaborce
06731,MI,Udavske
01108,BB,Zilina
76502,PO,Otrokovice
01007,PK,Zilina 7
82105,BB,Bratislava
01851,PP,Nova Dubnica
96900,BM,Banska Stiavnica
96901,KE,Banska Stiavnica
02354,BJ,Turzovka
69681,PO,Bzenec
95201,ZA,Vrable
02721,IL,Zaskov
05201,KE,Spisska Nova Ves
69801,PK,Veseli nad Moravou
96204,MT,Krivan
01354,BM,Kolarovice
95841,KE,Velke Uherce
02945,BB,Rabcice
08222,PP,Ostrovany
05401,LV,Levoca
01861,IL,Belusa
01331,HC,Divina
03224,PM,Kvacany
03846,PO,Horna Stubna
73801,BJ,Frydek Mistek
02055,ZV,Lazy pod Makytou
99106,PO,Zelovce
76005,ZV,Zlin
01301,BM,Teplicka nad Vahom
05562,BA,Prakovce
03205,TT,Smrecany
03105,ZV,Liptovsky Mikulas
06711,BM,Lubisa
02901,TN,Namestovo Brehy
90632,MI,Jablonica
01812,MI,Brvniste 541
97229,PO,Cavoj
97405,RK,Radvan
09431,ZV,Hanusovce nad Toplou
95703,ZA,Dezerice
93039,LV,Zlate Klasy
02745,KE,Tvrdosin
05992,RK,Huncovce
95845,ZA,Velky Kliz
94161,KE,Michal nad Zitavou
19000,TN,Praha - Prosek 9
90101,BM,Malacky
94056,IL,Nove Zamky
08701,BB,Giraltovce
38451,KE,Volary
07801,PO,Secovce
92571,HC,Trnovec nad Vahom
93010,BB,Dolny Stal
96601,LV,Hlinik nad Hronom
08006,MI,Presov - Lubotice
01351,BM,Predmier
08611,KE,Brezovka
90025,ZA,Chorvatsky Grob
95633,BA,Chynorany
95606,KE,Salgovce
07616,RK,Stanca-Upor
08641,LV,Raslavice
02701,BA,Vysny Kubin
91633,BM,Hradok nad Vahom
75701,PM,Valasske Mezirici
97668,TT,Helpa
06901,IL,Pichne
82103,PK,Bratislava
68751,ZA,Nivnice
01801,BA,Udica
04022,BJ,Kosice
90885,PP,Brodske
96232,HC,Sliac
75111,KE,Radslavice
56201,BM,Usti nad Orlici
95001,BM,Senica
04955,MI,Dlha Ves
01011,TT,Rosina
90641,NR,Podbranc
05311,NR,Smizany
97611,RK,Selce
04933,BJ,Kunova Teplica
07677,PP,Velke Slemence
98505,KE,Kokava nad Rimavicou
03844,BJ,Jazernica
01401,ZA,Bytca-Hlboke
97646,PM,Valaska
07701,IL,Kralovsky Chlmec
03492,LV,Stankovany
98555,BB,Podrecany
79305,KE,Moravsky Beroun
08221,BA,Medzany-Velky Saris
03661,BA,Martin - Priekopa
09434,NR,Hermanovce nad Toplo
95853,PO,Skacany
82108,PM,Bratislava
08622,RK,Klusov
74221,TT,Koprivnice
06101,RK,Spisska Stara Ves
90877,BA,Borsky Mikulas
95195,PO,Obyce
04936,TT,Slavosovce
76311,MT,Zlin
01356,IL,Hvozdnica
95701,MT,Banovece nad Bebravo
90637,PK,Solosnica
03861,ZA,Vrutky - Lipovec
94105,BB,Cernik
92241,ZV,Drahovce
06512,MT,Jakubany
07264,IL,Podhorod
01707,TT,Povazska Bystrica
02061,PK,Lednicke Rovne
91501,RK,Nove Mesto nad Vahom
02753,TN,Istebne
93101,PK,Samorin
02962,TT,Oravske Vesele
94615,RK,Ton
91701,PK,Trnava
01361,PM,Kotesova
96301,HC,Krupina
05952,KE,Velka Lomnica
98201,TN,Tornala
96681,NR,Zarnovica
09033,ZV,Turany nad Ondavou
96261,LV,Dobra Niva
01817,LV,Jasenica
94365,ZA,Kamenica nad Hronom
05376,PP,Mlynky
07101,TT,Michalovce
97205,NR,Sebedrazie
97400,PO,Banska Bystrica
85100,MT,Bratislava
96801,MI,Nova Bana
02954,BJ,Krusetnica
94101,HC,Banov
83100,HC,Bratislava 3
75000,TN,Prerov
18100,BB,Praha
01342,LV,Horny Hricov
27601,ZA,Melnik
03232,PK,Vychodna
05921,IL,Poprad
96504,PK,Lutila
02941,MI,Klin
95141,ZA,Luzianky
94051,ZA,Nove Zamky
96231,MI,Sliac
02353,TT,Staskov
12000,MT,Praha 2
06732,BM,Vysny Hruskov
97222,NR,Nitrica
91641,PP,Dolne Srnie
94063,BM,Nove Zamky
01341,TT,Dolny Hricov
09101,HC,Stropkov
05342,IL,Krompachy
93568,PM,Caka
05951,KE,Poprad - Matejovce
91401,BM,Trencianska Tepla
99128,RK,Velky Krtis
93502,BB,Zemberovce
91626,PP,Povazany
91324,BA,Svinna
92041,PM,Leopoldov
02303,PK,Zborov nad Bystricou
06801,BJ,Medzilaborce
08621,PP,Lukavica
07222,BM,Strazske
03231,PM,Hybe
05934,NR,Spisska Teplica
98531,NR,Rapovce
81100,TT,Bratislava 7
69145,BB,Podivin
97613,MT,Slovenska Lupca
06712,PO,Zbudske Dlhe
75661,IL,Dolni Paseky
09422,KE,Nizny Hrusov
05552,PK,Kojsov
93501,KE,Zemberovce
90863,LV,Skalica
91303,HC,Drietoma
03804,BA,Bystricka
05313,BA,Letanovce
28911,BM,Pecky
91325,ZA,Bobot
06781,MT,Bela nad Cirochou
94301,PP,Sturovo
93701,MT,Zelielzovce
85101,PM,Bratislava
98501,MI,Kalinovo
94911,TT,Nitra-Klokocian
97696,PK,Medzibrod
01831,PP,Kosecke Podhradie
98403,RK,Lucenec
75002,TT,Prerov
73982,LV,Dolni Lomna
90846,NR,Unin
95611,PK,Ludanice
90638,TN,Rohoznik
07631,PO,Streda nad Bodrogom
12439,BB,Berlin
90861,KE,Popudinske Mocidlany
37001,PP,Ceske Budejovice
08263,BJ,Jarovnice
73802,PP,Frydek-Mistek
01704,HC,Sebestanova 169
03603,ZV,Martin
92065,BA,Sasinkovo
97202,BJ,Opatovce nad Nitrou
69163,NR,Velke Nemnice
01314,KE,Kamenna Poruba
78313,PM,Stepanov
02801,BJ,Trstena
03221,HC,Bobrovec
05314,NR,Dravce
02404,IL,Kysucke Nove Mesto
90201,HC,Pezinok
03853,PP,Turany
97231,KE,Raztocno
96671,RK,Horne Hamre
07643,BJ,Cierna nad Tisou
92203,KE,Vrbove
90701,BB,Myjava
01816,PM,Domaniza
90602,NR,Dojc
05941,TT,Tatranska Strba
94067,BA,Nove Zamky
02955,KE,Novot
25268,PM,Knezeves
03842,HC,Pribovce
03473,MI,Liptovska Osada
95638,BB,Sisov
68754,BJ,Banov
06745,BM,Topolovka
08212,TN,Kapusany pri Presove
95621,TN,Jacovce
08646,PP,Hankovce
05960,BA,Tatranska Lomnica
04000,HC,Kosice 3
97661,LV,Lucatin
94131,HC,Branovo
04012,KE,Kosice 12
96652,MT,Tekovska Breznica
03406,BA,Ruzomberok
09433,PP,Vysny Zipov
82101,ZA,Bratislava
95613,IL,Koniarovce
91307,ZV,Bosaca
96206,LV,Detvianska Huta
91333,NR,Horna Suca
94121,IL,Komoca
03811,PM,Bela - Dulice
91108,BM,Trencin
91104,PO,Trencin
09303,KE,Vranov nad Toplou
82102,ZV,Bratislava
95634,PK,Ostratice
